PPG,Serial_No,noise_ppg(.10),noise_ppg,noise_ppg(0.07)
-0.341,2299,-0.318751667,-0.344909811,-0.315039877
-0.341,2300,-0.311019506,-0.341436107,-0.369070454
-0.341,2301,-0.314463712,-0.33921753,-0.366299993
-0.278,2302,-0.331901547,-0.273207255,-0.30533868
-0.278,2303,-0.247417298,-0.267247663,-0.283631437
-0.278,2304,-0.235728095,-0.284335389,-0.250423412
-0.278,2305,-0.319347444,-0.271970237,-0.272665558
-0.203,2306,-0.163524207,-0.212792003,-0.246889577
-0.203,2307,-0.231507512,-0.193073349,-0.158855557
-0.203,2308,-0.169889295,-0.214149165,-0.22637178
-0.203,2309,-0.23361367,-0.189170852,-0.216383919
-0.126,2310,-0.196723507,-0.137307576,-0.110940141
-0.126,2311,-0.11131807,-0.11236876,-0.134874023
-0.126,2312,-0.099188637,-0.128515373,-0.093600724
-0.126,2313,-0.095766985,-0.121410007,-0.12195711
-0.041,2314,0.017889079,-0.040239495,-0.032855159
-0.041,2315,-0.023309867,-0.045014355,-0.017548742
-0.041,2316,0.027033861,-0.034880984,-0.023904399
-0.041,2317,-0.027504191,-0.030106698,-0.048030183
0.041,2318,0.02885395,0.033067175,0.026691388
0.041,2319,0.078609098,0.045748959,0.068411076
0.041,2320,0.040655002,0.035717266,0.043787006
0.041,2321,0.034327492,0.031700799,0.047297482
0.126,2322,0.144838237,0.125545888,0.16423506
0.126,2323,0.147711704,0.133412634,0.112489162
0.126,2324,0.09693645,0.13122307,0.104905157
0.126,2325,0.143095872,0.116035205,0.102518934
0.197,2326,0.158653224,0.192002682,0.159524626
0.197,2327,0.203219228,0.179996865,0.21306142
0.197,2328,0.193973871,0.188379217,0.215295301
0.197,2329,0.236297879,0.195331501,0.192031868
0.274,2330,0.263623689,0.270364319,0.255395153
0.274,2331,0.291412302,0.274740954,0.289224675
0.274,2332,0.267556225,0.280841058,0.24675024
0.274,2333,0.21868357,0.267505718,0.233734798
0.334,2334,0.339335263,0.337031552,0.341109234
0.334,2335,0.306402469,0.340209778,0.287532421
0.334,2336,0.341701778,0.359233513,0.284027626
0.334,2337,0.298966157,0.343068412,0.330868149
0.393,2338,0.421644739,0.407271986,0.386990407
0.393,2339,0.419038653,0.378324797,0.413814888
0.393,2340,0.408331954,0.386957424,0.412593576
0.393,2341,0.355691968,0.387148203,0.328497214
0.437,2342,0.445160236,0.431339892,0.468257876
0.437,2343,0.451597949,0.446681582,0.434129364
0.437,2344,0.42881297,0.453307803,0.404595025
0.437,2345,0.422069903,0.432237646,0.434996138
0.478,2346,0.47885281,0.466007688,0.502376932
0.478,2347,0.447194339,0.490341816,0.479417803
0.478,2348,0.471190974,0.490624663,0.483478543
0.478,2349,0.428680135,0.471976649,0.502079883
0.504,2350,0.469875021,0.517875056,0.482177895
0.504,2351,0.546067512,0.497981813,0.473503604
0.504,2352,0.514449357,0.497373676,0.560714571
0.504,2353,0.474231634,0.495535893,0.498794592
0.522,2354,0.551634806,0.533056547,0.538395753
0.522,2355,0.566442564,0.506150535,0.518132719
0.522,2356,0.562162276,0.507400564,0.539327276
0.522,2357,0.535022055,0.514430812,0.536116653
0.533,2358,0.543401732,0.547142331,0.533344773
0.533,2359,0.557628589,0.528111654,0.54181705
0.533,2360,0.491995477,0.516258516,0.552285246
0.533,2361,0.594213647,0.532116183,0.544883356
0.533,2362,0.532362622,0.539775374,0.514828941
0.533,2363,0.556594583,0.549906136,0.530959839
0.533,2364,0.506937938,0.541300318,0.565587985
0.533,2365,0.557698426,0.543027906,0.503844178
0.522,2366,0.53583104,0.524216855,0.531540882
0.522,2367,0.488116401,0.536565373,0.563744715
0.522,2368,0.516752242,0.527738274,0.487665849
0.522,2369,0.577451589,0.527656051,0.505754937
0.511,2370,0.494368738,0.485809519,0.523279847
0.511,2371,0.520415367,0.50629201,0.528798634
0.511,2372,0.508097226,0.515037893,0.50924882
0.511,2373,0.500499044,0.513154327,0.47105881
0.492,2374,0.531763971,0.496303615,0.523815728
0.492,2375,0.506440271,0.471819577,0.491258407
0.492,2376,0.452023714,0.48590699,0.470254435
0.492,2377,0.520826421,0.49814099,0.486108892
0.463,2378,0.455159005,0.45775578,0.444967486
0.463,2379,0.449049789,0.466892,0.475415602
0.463,2380,0.539906548,0.477787593,0.501910924
0.463,2381,0.449545829,0.454297714,0.470706912
0.429,2382,0.436818529,0.412894634,0.392513412
0.429,2383,0.471196645,0.44105362,0.425236207
0.429,2384,0.450179047,0.429153674,0.430027484
0.429,2385,0.380062729,0.435670898,0.393782288
0.393,2386,0.39388479,0.384906953,0.408864185
0.393,2387,0.281278624,0.402490773,0.434393763
0.393,2388,0.408529843,0.393925236,0.425159793
0.393,2389,0.358807102,0.373556795,0.358223238
0.352,2390,0.352790236,0.337015965,0.330506181
0.352,2391,0.292479682,0.365524929,0.366422244
0.352,2392,0.37494319,0.358053863,0.329852794
0.352,2393,0.341601362,0.35838849,0.321751906
0.311,2394,0.349754938,0.297607145,0.320811898
0.311,2395,0.22656036,0.324248357,0.341987565
0.311,2396,0.346851653,0.310895306,0.318561525
0.311,2397,0.247981609,0.30909455,0.300930689
0.267,2398,0.329240286,0.259798306,0.259639389
0.267,2399,0.252574496,0.271968788,0.255343702
0.267,2400,0.31042087,0.255769773,0.246799863
0.267,2401,0.316467421,0.263129721,0.292913302
0.218,2402,0.214786369,0.208224674,0.228618152
0.218,2403,0.263203101,0.22450938,0.246395978
0.218,2404,0.228008388,0.221629053,0.246977624
0.218,2405,0.172249283,0.212114882,0.233122979
0.174,2406,0.181740595,0.154991982,0.17018587
0.174,2407,0.233419085,0.187112881,0.118093417
0.174,2408,0.230131252,0.17359279,0.188818103
0.174,2409,0.215791573,0.159147776,0.181540551
0.141,2410,0.159858873,0.135636111,0.126003712
0.141,2411,0.12507839,0.127081362,0.097754008
0.141,2412,0.146877386,0.140216873,0.078191627
0.141,2413,0.156370149,0.155512973,0.145729547
0.1,2414,0.173608699,0.085700577,0.090500073
0.1,2415,0.12144732,0.097992879,0.12023886
0.1,2416,0.127863431,0.08450858,0.110469354
0.1,2417,0.116521815,0.109798449,0.063935277
0.067,2418,0.056391957,0.066504592,0.079702265
0.067,2419,0.054970049,0.080075727,0.072795993
0.067,2420,0.076013477,0.086021665,0.053413562
0.067,2421,0.042294008,0.07873654,0.044151756
0.034,2422,0.082661468,0.02727172,0.070592449
0.034,2423,0.059210197,0.026097087,0.042380695
0.034,2424,0.005108588,0.042358094,0.021348511
0.034,2425,0.036537721,0.034563165,0.072026228
0.004,2426,0.015461525,0.002967657,0.032184694
0.004,2427,-0.025625292,-0.013623995,-0.025191146
0.004,2428,-0.024662181,0.001715186,0.019514616
0.004,2429,-0.054376539,0.022224572,-0.010137725
-0.018,2430,-0.005166659,-0.030223414,0.007192247
-0.018,2431,-0.037117432,-0.010253408,-0.006487629
-0.018,2432,0.020834891,-0.031065898,0.001687502
-0.018,2433,-0.078637495,-0.020784739,-0.013202142
-0.037,2434,-0.005826597,-0.042991566,-0.001387407
-0.037,2435,-0.035456474,-0.023341743,-0.05054364
-0.037,2436,0.022124639,-0.03484407,-0.026718958
-0.037,2437,-0.05739065,-0.029063295,0.010704861
-0.056,2438,-0.042731697,-0.049346184,-0.050312435
-0.056,2439,-0.119775398,-0.059815176,-0.05574186
-0.056,2440,-0.021635607,-0.056941491,-0.062824563
-0.056,2441,-0.052708192,-0.06245289,-0.016450154
-0.074,2442,-0.048803445,-0.084420758,-0.084052733
-0.074,2443,-0.059262402,-0.086384042,-0.088204734
-0.074,2444,-0.165386983,-0.063544749,-0.05738384
-0.074,2445,-0.135710892,-0.076991173,-0.095060625
-0.085,2446,-0.115832239,-0.079814574,-0.097562224
-0.085,2447,-0.05503065,-0.108801794,-0.090058763
-0.085,2448,-0.049253601,-0.096282838,-0.068563486
-0.085,2449,-0.103327123,-0.090792671,-0.080304597
-0.1,2450,-0.063604215,-0.089825208,-0.117672633
-0.1,2451,-0.173451524,-0.107128799,-0.069795576
-0.1,2452,-0.097499491,-0.095402542,-0.054222448
-0.1,2453,-0.071560636,-0.104749855,-0.060925212
-0.111,2454,-0.106044872,-0.109817204,-0.108157682
-0.111,2455,-0.136840489,-0.109264565,-0.039700575
-0.111,2456,-0.033314935,-0.108895079,-0.119433957
-0.111,2457,-0.12593975,-0.111569624,-0.10434759
-0.122,2458,-0.122838747,-0.129655692,-0.113491712
-0.122,2459,-0.191661034,-0.105501577,-0.141983006
-0.122,2460,-0.159461943,-0.133789093,-0.141102715
-0.122,2461,-0.179090152,-0.119570869,-0.112468062
-0.137,2462,-0.150529009,-0.140841521,-0.155409208
-0.137,2463,-0.145824827,-0.146415399,-0.155407652
-0.137,2464,-0.140679594,-0.151941907,-0.147558739
-0.137,2465,-0.110522999,-0.122419758,-0.142243351
-0.128,2466,-0.102283754,-0.125251733,-0.103540958
-0.128,2467,-0.131020484,-0.143108615,-0.088508213
-0.128,2468,-0.124602613,-0.130192035,-0.107266385
-0.128,2469,-0.119113099,-0.133196835,-0.137008667
-0.142,2470,-0.108563069,-0.133295437,-0.159843293
-0.142,2471,-0.100717454,-0.159462674,-0.161356623
-0.142,2472,-0.184347883,-0.138984429,-0.198828844
-0.142,2473,-0.170632761,-0.144241034,-0.145980265
-0.157,2474,-0.128475354,-0.161078482,-0.122994719
-0.157,2475,-0.134416773,-0.150562629,-0.135647054
-0.157,2476,-0.160251815,-0.164127798,-0.127968402
-0.157,2477,-0.207656609,-0.159671877,-0.170437355
-0.168,2478,-0.172568409,-0.168924812,-0.177744559
-0.168,2479,-0.200119283,-0.162162833,-0.157061022
-0.168,2480,-0.245908988,-0.177557843,-0.175110979
-0.168,2481,-0.161303637,-0.175245081,-0.150412865
-0.182,2482,-0.182855215,-0.178808755,-0.187709371
-0.182,2483,-0.184658453,-0.192228535,-0.159003999
-0.182,2484,-0.184928202,-0.183122471,-0.191542197
-0.182,2485,-0.210690242,-0.199980908,-0.178700148
-0.194,2486,-0.24652914,-0.191879856,-0.165913371
-0.194,2487,-0.13084497,-0.189113811,-0.184347147
-0.194,2488,-0.254129327,-0.192839566,-0.191567563
-0.194,2489,-0.244220062,-0.187739864,-0.235835704
-0.212,2490,-0.212344547,-0.223913163,-0.219430909
-0.212,2491,-0.191569646,-0.21026573,-0.223585228
-0.212,2492,-0.231635101,-0.188413129,-0.217350566
-0.212,2493,-0.139730562,-0.217446026,-0.190225217
-0.223,2494,-0.198345684,-0.233311427,-0.161120565
-0.223,2495,-0.210330017,-0.232557919,-0.177340369
-0.223,2496,-0.214412262,-0.221836553,-0.190253118
-0.223,2497,-0.201186093,-0.222560377,-0.247143485
-0.237,2498,-0.28952581,-0.226663969,-0.217566233
-0.237,2499,-0.266654034,-0.235411996,-0.185154809
-0.237,2500,-0.284668495,-0.238782196,-0.238618662
-0.237,2501,-0.225346813,-0.252330302,-0.255712217
-0.248,2502,-0.25563519,-0.253678586,-0.203629888
-0.248,2503,-0.307756426,-0.242423447,-0.266778852
-0.248,2504,-0.261925784,-0.251382137,-0.26021428
-0.248,2505,-0.228240069,-0.258836543,-0.27294594
-0.26,2506,-0.23970137,-0.254359242,-0.284940262
-0.26,2507,-0.251035468,-0.256751897,-0.219603203
-0.26,2508,-0.301930492,-0.28034095,-0.269192324
-0.26,2509,-0.270269115,-0.267940156,-0.261258682
-0.274,2510,-0.29869209,-0.261116283,-0.234827411
-0.274,2511,-0.322948388,-0.267911779,-0.221331297
-0.274,2512,-0.287407041,-0.270964653,-0.281120819
-0.274,2513,-0.300925296,-0.264984604,-0.301809892
-0.285,2514,-0.268675421,-0.30334222,-0.335829385
-0.285,2515,-0.263833894,-0.294956317,-0.283051154
-0.285,2516,-0.327911983,-0.285211046,-0.220748147
-0.285,2517,-0.370414089,-0.279496771,-0.257794601
-0.299,2518,-0.231505637,-0.308518065,-0.297241645
-0.299,2519,-0.241579246,-0.29698057,-0.289917368
-0.299,2520,-0.289892849,-0.31684543,-0.309150313
-0.299,2521,-0.308911308,-0.303924809,-0.274572801
-0.31,2522,-0.330769882,-0.29762632,-0.297242541
-0.31,2523,-0.369019119,-0.322563095,-0.315539819
-0.31,2524,-0.27288657,-0.310540407,-0.306474823
-0.31,2525,-0.296273767,-0.325979565,-0.319658809
-0.326,2526,-0.347656261,-0.310579739,-0.343825092
-0.326,2527,-0.407759877,-0.332156635,-0.320077817
-0.326,2528,-0.357595933,-0.318752377,-0.36212357
-0.326,2529,-0.296195671,-0.33557081,-0.304664696
-0.337,2530,-0.35861169,-0.325501947,-0.30416166
-0.337,2531,-0.31020733,-0.332527118,-0.346108825
-0.337,2532,-0.412374247,-0.3201878,-0.308179473
-0.337,2533,-0.395060841,-0.338897756,-0.338296612
-0.344,2534,-0.393011863,-0.343851191,-0.308120051
-0.344,2535,-0.42394708,-0.340169763,-0.372861505
-0.344,2536,-0.364095969,-0.357043311,-0.330615434
-0.344,2537,-0.365362381,-0.342734037,-0.370432697
-0.354,2538,-0.362216058,-0.368657535,-0.3599098
-0.354,2539,-0.351696326,-0.347645826,-0.383770113
-0.354,2540,-0.41296248,-0.375515246,-0.357842102
-0.354,2541,-0.365585787,-0.338253708,-0.346415749
-0.365,2542,-0.332122285,-0.365920511,-0.303100226
-0.365,2543,-0.28845893,-0.358794598,-0.309297541
-0.365,2544,-0.320351478,-0.354115482,-0.361909769
-0.365,2545,-0.352792294,-0.373510195,-0.347947577
-0.373,2546,-0.433722186,-0.378579778,-0.323492307
-0.373,2547,-0.327042449,-0.358833918,-0.355074198
-0.373,2548,-0.365288557,-0.381567146,-0.419384216
-0.373,2549,-0.353839426,-0.366384509,-0.378075575
-0.38,2550,-0.306757539,-0.373823317,-0.363280526
-0.38,2551,-0.362170063,-0.385335219,-0.38688043
-0.38,2552,-0.290107492,-0.377301661,-0.364822954
-0.38,2553,-0.445205783,-0.381810576,-0.401233663
-0.388,2554,-0.428947493,-0.402119157,-0.406112991
-0.388,2555,-0.441706483,-0.392378348,-0.408244556
-0.388,2556,-0.404356226,-0.402594791,-0.393841269
-0.388,2557,-0.36312176,-0.368564977,-0.361730359
-0.391,2558,-0.395482971,-0.375312476,-0.432236194
-0.391,2559,-0.410126145,-0.390348552,-0.396210035
-0.391,2560,-0.39999285,-0.391631137,-0.37855786
-0.391,2561,-0.379774069,-0.393071345,-0.380008807
-0.395,2562,-0.398584111,-0.387602223,-0.386084227
-0.395,2563,-0.39641207,-0.397889968,-0.407120254
-0.395,2564,-0.425122478,-0.395659289,-0.38393526
-0.395,2565,-0.430447088,-0.387237889,-0.40798629
-0.399,2566,-0.440807681,-0.383363836,-0.370075966
-0.399,2567,-0.390365854,-0.405564385,-0.379486818
-0.399,2568,-0.392323222,-0.416094232,-0.351285673
-0.399,2569,-0.448303649,-0.40076794,-0.389253662
-0.402,2570,-0.43143202,-0.419382473,-0.352905088
-0.402,2571,-0.394281877,-0.400364952,-0.426989569
-0.402,2572,-0.377174786,-0.397142752,-0.371130307
-0.402,2573,-0.406815499,-0.381717965,-0.349339361
-0.406,2574,-0.406329249,-0.402971895,-0.409186766
-0.406,2575,-0.393685626,-0.406256847,-0.402141339
-0.406,2576,-0.370874509,-0.425167223,-0.408341717
-0.406,2577,-0.414816502,-0.418255761,-0.433588176
-0.413,2578,-0.397277276,-0.423358777,-0.417281985
-0.413,2579,-0.435927249,-0.403578796,-0.385136635
-0.413,2580,-0.382214148,-0.405303045,-0.423748129
-0.413,2581,-0.405142941,-0.413301049,-0.390298823
-0.416,2582,-0.381921792,-0.395379191,-0.40078724
-0.416,2583,-0.435125854,-0.408761979,-0.437726444
-0.416,2584,-0.447694516,-0.424632669,-0.412733139
-0.416,2585,-0.380104421,-0.423849924,-0.417605884
-0.424,2586,-0.408098601,-0.418021902,-0.441425869
-0.424,2587,-0.448582646,-0.410064785,-0.420618398
-0.424,2588,-0.397054374,-0.405573541,-0.406419562
-0.424,2589,-0.375509057,-0.443512028,-0.42153514
-0.431,2590,-0.392557835,-0.442308464,-0.416980386
-0.431,2591,-0.418761263,-0.430390925,-0.451532703
-0.431,2592,-0.436290724,-0.415919757,-0.475037797
-0.431,2593,-0.446932408,-0.435138883,-0.39424911
-0.435,2594,-0.421414931,-0.451394397,-0.41785332
-0.435,2595,-0.394376997,-0.42966089,-0.432640322
-0.435,2596,-0.414165239,-0.427438613,-0.420529313
-0.435,2597,-0.432075397,-0.437819641,-0.398390335
-0.446,2598,-0.413761989,-0.445328877,-0.439100767
-0.446,2599,-0.454630456,-0.440742771,-0.462882782
-0.446,2600,-0.459321763,-0.45446025,-0.409160881
-0.446,2601,-0.393148338,-0.440663676,-0.437053776
-0.45,2602,-0.461927235,-0.46117003,-0.440573336
-0.45,2603,-0.417896248,-0.440179444,-0.445628512
-0.45,2604,-0.471289261,-0.438366571,-0.487064969
-0.45,2605,-0.461818107,-0.445319371,-0.464752383
-0.454,2606,-0.43882368,-0.443191743,-0.425099109
-0.454,2607,-0.415347631,-0.455575526,-0.444302394
-0.454,2608,-0.408166634,-0.461967929,-0.429676613
-0.454,2609,-0.482858134,-0.448595221,-0.436459902
-0.461,2610,-0.452250091,-0.452472649,-0.468104158
-0.461,2611,-0.436009479,-0.46325975,-0.523465905
-0.461,2612,-0.471852679,-0.464091015,-0.470412188
-0.461,2613,-0.449630536,-0.467370615,-0.466396426
-0.461,2614,-0.501679317,-0.465191637,-0.468209084
-0.461,2615,-0.408931949,-0.466685422,-0.450362892
-0.461,2616,-0.471658916,-0.443476934,-0.45460343
-0.461,2617,-0.48657571,-0.47161583,-0.481207001
-0.464,2618,-0.423454026,-0.457762736,-0.427794972
-0.464,2619,-0.495670393,-0.47065981,-0.451456011
-0.464,2620,-0.444709926,-0.468476394,-0.47733471
-0.464,2621,-0.422086861,-0.449922512,-0.485816827
-0.464,2622,-0.433947221,-0.458330821,-0.457105417
-0.464,2623,-0.450073444,-0.468737379,-0.413217423
-0.464,2624,-0.442559711,-0.462213986,-0.473555198
-0.464,2625,-0.491093344,-0.445236796,-0.467578639
-0.457,2626,-0.497428961,-0.442530559,-0.463818836
-0.457,2627,-0.403791102,-0.447101368,-0.466769548
-0.457,2628,-0.44448042,-0.469013671,-0.489192638
-0.457,2629,-0.444152188,-0.456926028,-0.477278579
-0.446,2630,-0.398435328,-0.456273086,-0.426755476
-0.446,2631,-0.393264396,-0.428718772,-0.461803616
-0.446,2632,-0.438469993,-0.46375319,-0.482535655
-0.446,2633,-0.443823726,-0.450023235,-0.435050085
-0.431,2634,-0.385526846,-0.4471571,-0.405907179
-0.431,2635,-0.444438085,-0.424248179,-0.408812491
-0.431,2636,-0.425450008,-0.436283825,-0.406016606
-0.431,2637,-0.415562782,-0.418421579,-0.417898197
-0.406,2638,-0.361851804,-0.404574926,-0.445270815
-0.406,2639,-0.39819352,-0.415972679,-0.380159213
-0.406,2640,-0.402195331,-0.396561217,-0.383710212
-0.406,2641,-0.405011753,-0.41757706,-0.398316033
-0.369,2642,-0.422323411,-0.375914042,-0.355702065
-0.369,2643,-0.410383329,-0.38217815,-0.369090739
-0.369,2644,-0.414611509,-0.380633495,-0.297889582
-0.369,2645,-0.398366233,-0.372861235,-0.400650262
-0.322,2646,-0.313243869,-0.326007339,-0.374507281
-0.322,2647,-0.297447192,-0.317528608,-0.384271023
-0.322,2648,-0.344344352,-0.316995334,-0.291591763
-0.322,2649,-0.414745993,-0.318627505,-0.317074305
-0.263,2650,-0.249132098,-0.247438854,-0.281913299
-0.263,2651,-0.288416341,-0.263566772,-0.287408933
-0.263,2652,-0.272798979,-0.253078742,-0.248917461
-0.263,2653,-0.332119441,-0.267884998,-0.24303025
-0.201,2654,-0.204648751,-0.215894617,-0.262606852
-0.201,2655,-0.24413245,-0.182470867,-0.182743977
-0.201,2656,-0.203773539,-0.21071494,-0.199029762
-0.201,2657,-0.185507103,-0.213897815,-0.203257198
-0.124,2658,-0.076687198,-0.128865218,-0.102125445
-0.124,2659,-0.118539264,-0.106480325,-0.163282933
-0.124,2660,-0.160665979,-0.114023415,-0.092555163
-0.124,2661,-0.107853398,-0.118961278,-0.126760243
-0.051,2662,-0.019683293,-0.037163014,-0.056072481
-0.051,2663,-0.086596852,-0.061222427,-0.052863632
-0.051,2664,-0.064416809,-0.04593901,-0.039129204
-0.051,2665,-0.109865323,-0.053394627,-0.034417738
0.033,2666,0.027462049,0.033634638,0.010732163
0.033,2667,0.017414042,0.031767715,0.072373515
0.033,2668,0.060546731,0.052208234,0.03327351
0.033,2669,0.05439301,0.026940203,0.047777734
0.114,2670,0.139147062,0.110248562,0.095322084
0.114,2671,0.107431763,0.123276031,0.119210006
0.114,2672,0.152846495,0.09640548,0.13001407
0.114,2673,0.103655018,0.111579172,0.111178711
0.198,2674,0.205984235,0.203847399,0.240503707
0.198,2675,0.277905723,0.18668498,0.229725578
0.198,2676,0.183826395,0.186349494,0.191159995
0.198,2677,0.300328862,0.196282641,0.185506179
0.267,2678,0.235293755,0.256501188,0.26345869
0.267,2679,0.283039721,0.26325818,0.245544627
0.267,2680,0.282224141,0.272140249,0.277994803
0.267,2681,0.25815119,0.263715675,0.283783843
0.34,2682,0.33515985,0.353025596,0.339610552
0.34,2683,0.347024205,0.319853839,0.380577651
0.34,2684,0.369273566,0.321953623,0.361262778
0.34,2685,0.333975141,0.34274291,0.354174236
0.403,2686,0.467418994,0.400189294,0.391329785
0.403,2687,0.367773523,0.40851436,0.421512389
0.403,2688,0.409411609,0.393958698,0.406818124
0.403,2689,0.389141082,0.396587343,0.406157631
0.45,2690,0.391423759,0.43692887,0.484783679
0.45,2691,0.42645811,0.450386544,0.497768884
0.45,2692,0.420741595,0.454330537,0.448775078
0.45,2693,0.414558838,0.450317655,0.458985208
0.49,2694,0.48587119,0.480922923,0.464275354
0.49,2695,0.505857912,0.486415906,0.477584483
0.49,2696,0.503337862,0.480551286,0.454360111
0.49,2697,0.523704406,0.485466502,0.479661348
0.53,2698,0.553355958,0.534477553,0.527176151
0.53,2699,0.553439486,0.519377884,0.53062961
0.53,2700,0.511950975,0.538326714,0.519261713
0.53,2701,0.563297741,0.52522224,0.535149498
0.552,2702,0.591676838,0.566543956,0.556540489
0.552,2703,0.537513384,0.537991507,0.542987219
0.552,2704,0.538812624,0.559648842,0.513612105
0.552,2705,0.514447702,0.527288258,0.547567296
0.567,2706,0.579556029,0.560308335,0.565359629
0.567,2707,0.563036721,0.573734006,0.574754187
0.567,2708,0.525444613,0.570354116,0.568005315
0.567,2709,0.564623316,0.58250194,0.555547911
0.574,2710,0.512622029,0.578191165,0.533235728
0.574,2711,0.535694419,0.578239441,0.561798545
0.574,2712,0.594888735,0.580357232,0.570723066
0.574,2713,0.545376139,0.562532163,0.561039917
0.571,2714,0.663920216,0.566936988,0.550950335
0.571,2715,0.565244202,0.55428174,0.564713386
0.571,2716,0.580402394,0.575296079,0.601571652
0.571,2717,0.562458444,0.564465948,0.534983229
0.563,2718,0.582276186,0.559514361,0.548603181
0.563,2719,0.637805047,0.556507456,0.540719989
0.563,2720,0.569351202,0.56220917,0.556251627
0.563,2721,0.665783812,0.564072746,0.568010416
0.541,2722,0.585549547,0.547675273,0.560127502
0.541,2723,0.523153485,0.561325416,0.53375834
0.541,2724,0.467294772,0.536498906,0.564178409
0.541,2725,0.546263562,0.549484582,0.538267861
0.523,2726,0.486090475,0.494904506,0.517842346
0.523,2727,0.553292057,0.525318573,0.494903685
0.523,2728,0.471599797,0.534914967,0.506105996
0.523,2729,0.533269323,0.522796054,0.520685796
0.493,2730,0.520809489,0.499226746,0.469016291
0.493,2731,0.551242848,0.477357903,0.489075303
0.493,2732,0.467768928,0.486649466,0.501064845
0.493,2733,0.521907079,0.495764016,0.519726494
0.461,2734,0.498061649,0.4642253,0.456766637
0.461,2735,0.443657577,0.470558662,0.423971957
0.461,2736,0.475727437,0.463221731,0.507818222
0.461,2737,0.444378461,0.461645245,0.471319276
0.428,2738,0.453001389,0.431176885,0.419410325
0.428,2739,0.435574932,0.415586674,0.449773251
0.428,2740,0.41229428,0.430446761,0.421435465
0.428,2741,0.394814616,0.435234198,0.434368766
0.388,2742,0.403413554,0.399161886,0.387510234
0.388,2743,0.381477598,0.39355126,0.385738409
0.388,2744,0.387346456,0.399080709,0.392368181
0.388,2745,0.389845995,0.369388817,0.396897722
0.347,2746,0.327979468,0.357947173,0.346633709
0.347,2747,0.309315699,0.32923064,0.367975823
0.347,2748,0.33005492,0.333780979,0.339683724
0.347,2749,0.360394405,0.335630787,0.339015001
0.311,2750,0.232711026,0.313701025,0.302909432
0.311,2751,0.304277457,0.319437214,0.272331048
0.311,2752,0.267589705,0.327129845,0.33091364
0.311,2753,0.282798732,0.313939896,0.286716956
0.267,2754,0.228671237,0.264178551,0.238112418
0.267,2755,0.260062352,0.272473792,0.278100565
0.267,2756,0.228971764,0.254662786,0.253436654
0.267,2757,0.286284537,0.272864374,0.269725999
0.231,2758,0.258685618,0.244189526,0.22568835
0.231,2759,0.27013526,0.247168589,0.273239935
0.231,2760,0.202971211,0.230525156,0.259067431
0.231,2761,0.253410507,0.226672428,0.210735691
0.198,2762,0.15615164,0.193834297,0.201948926
0.198,2763,0.187065471,0.1799217,0.182516955
0.198,2764,0.176552156,0.192128738,0.169481836
0.198,2765,0.171516095,0.207772845,0.197525055
0.161,2766,0.165768581,0.155007198,0.182284429
0.161,2767,0.164648442,0.155084411,0.149757876
0.161,2768,0.178625078,0.164714993,0.167618744
0.161,2769,0.145955941,0.141389539,0.152737708
0.128,2770,0.124628151,0.131136941,0.139662438
0.128,2771,0.141136489,0.114520692,0.169371863
0.128,2772,0.141064481,0.1222357,0.139880594
0.128,2773,0.128941319,0.129223608,0.106483987
0.099,2774,0.080604834,0.098508843,0.081361697
0.099,2775,0.114215861,0.103377763,0.103428246
0.099,2776,0.090075424,0.105586542,0.090382852
0.099,2777,0.080067717,0.107342756,0.090198634
0.073,2778,0.101808468,0.061264394,0.104434639
0.073,2779,0.102600906,0.098869902,0.067949801
0.073,2780,0.077431849,0.063231669,0.091882683
0.073,2781,0.130175696,0.079657072,0.059048193
0.055,2782,0.036626265,0.051506777,0.005001006
0.055,2783,0.11963809,0.060951278,0.113715843
0.055,2784,0.047543467,0.047959743,0.05324654
0.055,2785,0.011453529,0.057036879,0.051433463
0.036,2786,0.016708254,0.028299416,-0.002294023
0.036,2787,0.042360842,0.036135389,0.024339149
0.036,2788,0.031914182,0.028795302,0.067813276
0.036,2789,0.069837989,0.027734587,0.068350136
0.018,2790,-0.021916931,0.025110839,0.00239644
0.018,2791,-0.016466798,0.005597185,0.032508266
0.018,2792,0.065335317,0.025774368,0.003219045
0.018,2793,-0.008008452,0.011238995,0.008197921
0.007,2794,-0.057606926,0.014102545,-0.013128935
0.007,2795,-0.025986857,-0.005491958,0.033605785
0.007,2796,-0.028682773,0.020280973,0.030697644
0.007,2797,-0.00085509,0.018344114,0.004393358
-0.011,2798,0.03038036,0.011797402,0.01793234
-0.011,2799,0.000367242,-0.014640525,-0.012737883
-0.011,2800,-0.048512473,-0.005923394,-0.039145321
-0.011,2801,0.035299613,-0.022199564,0.019614405
-0.018,2802,0.0011342,-0.040880827,-0.042373283
-0.018,2803,0.01038181,0.002555907,-0.009315385
-0.018,2804,-0.025792436,-0.014790758,0.014672409
-0.018,2805,0.02058168,-0.000509961,0.000936737
-0.036,2806,0.032989864,-0.037409064,-0.044209942
-0.036,2807,-0.01916815,-0.042707563,-0.006081579
-0.036,2808,-0.042362992,-0.041521779,-0.024353677
-0.036,2809,-0.118107694,-0.031922445,-0.008021105
-0.044,2810,-0.027180123,-0.046889193,-0.042044943
-0.044,2811,-0.040985932,-0.061154608,-0.040095784
-0.044,2812,-0.054417804,-0.046382962,-0.071006611
-0.044,2813,0.014273685,-0.046705745,-0.070679915
